Ref Des,Manufacturer,Part Number,Part Type,Part Description,Activation Energy (Ea),Applied Current (A),Applied Duty Cycle (%),Applied Freq (MHz),Applied Power (W),Applied Ripple (mA),Applied Voltage (V),Ball Chan Width,Ball Count,Ball Diameter,Ball Height,Ball Island Cols,Ball Island Rows,Ball Material,Ball Modeling,Ball Package Diameter,Ball Pad Diameter,Ball Pattern,Ball Perimeter Cols,Ball Perimeter Rows,Ball Pitch,Ball Units,Board Side,Capacitance (uF),Confidence Bounds (%),Corner Face,Corner Radius,Corner Shape,Cycle Rate (cycle/hr),Die Length,Die Material,Die Thickness,Die Units,Die Width,Documents,ESD Susceptibility (V),Electrical Derating (0-1),FITs (per 1E6 hours),Failure Class,Failure Mechanism,Flag Length,Flag Thickness,Flag Units,Flag Width,Frequency Exponent,Initial Burn-in (hrs),Input Data Type,Junction Res (C/W),Laminate Thickness,Lead Bend (degrees),Lead Count,Lead Foot Length,Lead Geometry,Lead Height,Lead Hole Diameter,Lead Layout,Lead Long Count,Lead Material,Lead Pitch,Lead Short Count,Lead Shoulder,Lead Standoff,Lead Stiffness,Lead Thickness,Lead Units,Lead Width,Lifetime,Load Type,Location Units,Material,Max Rated Current (A),Max Rated Power (W),Max Rated Temp (C),Max Rated Voltage (V),Max Storage Temp (C),Min Rated Temp (C),Min Storage Temp (C),Mirrored,Model Leads,Model Part,Number of Bits,Number of Contacts,Number of Devices,Number of Elements,Number of Failures,Number of Gates,Number of Throws,Number of Trans,Overmold Material,Overmold Thickness,Package Length,Package Mount,Package Name,Package Thickness,Package Units,Package Width,Pad Length,Pad Pitch,Pad Units,Pad Width,Part Technology,Part Temp Rise,Process Node,Production Year,Production Years,Quality Class,Quality Factor,Rated Ripple (mA),Reliability Data Source,Reliability Metric,Reliability Metric Units,Resistance (ohm),Ripple Temp Rise,Rotation,Seal Type,Sink Length,Sink Thickness,Sink Width,Solder Material,Solder Model,Solder Thickness,Source of AF,Stencil Thickness,Stencil Units,Subcircuit Name(s),Technology,Test Duration (hrs),Test Duty Cycle (%),Test Frequency (MHz),Test Method,Test Temperature (C),Test Voltage (V),Thermal Units,Voltage Exponent,Weight (gram),X Coordinate,X Offset,Y Coordinate,Y Offset
C25,PANASONIC,EEU-FC1J181,CAPACITOR,"CAP, 180UF, 63V, ELEC FC, RADIAL LEAD",,,,,,,,,,,,,,63SN37PB,DISABLED,,,,,,,MM,top,180.0,,TOP_BOTTOM,5.0,ROUND,0,5.0,SILICON,0.185,MM,5.0,,500,0.5,,"CAP, PAPER & PLASTIC FILM",,,,MM,,,0,,15.0,2.0,0.0,2,0.0,THRUHOLE,17.0,0.802,SIP,,COPPER,5.0,,0.762,0.508,3661.2,0.6,MM,0.6,3000.0,,in,ALUMINUM,,0.1,105.0,63.0,105.0,-55.0,-55.0,N,DISABLED,ENABLED,,,0,1,0,,,,,0.435,10.0,TH,RADIAL,20.0,MM,10.0,,,MM,,,DEFAULT,350NM PLANAR,,0,QUALIFIED,,,,,,,,0,,,,,DEFAULT,,0.0635,,0.127,MM,,,0,,,BLACK BOX,,,C,,4.532,1.11,0,1.434,0
C26,PANASONIC,EEV0TA1H470P,CAPACITOR,"Cap,  47uF, 50V, ALUM, ELEC RADIAL, SM SIZE G",,,,,,,,,,,,,,63SN37PB,DISABLED,,,CHANNEL,,,,MM,top,47.0,,TOP_BOTTOM,5.0,ROUND,0,5.0,SILICON,0.185,MM,5.0,,500,0.5,,"CAP, PAPER & PLASTIC FILM",,,,MM,,,0,,15.0,10.0145,90.0,2,3.5,L_LEAD,0.3,1.1340771,SIP,0,COPPER,4.6,0,0.7,0.25,28.12,0.25,MM,0.9,1000.0,,in,ALUMINUM,,0.1,125.0,50.0,125.0,-40.0,-40.0,N,DISABLED,ENABLED,,,0,1,0,,,,,0.4354,10.0,SMT,CAP-ALUM-G,10.2,MM,10.0,2.0,1.27,MM,0.75,,DEFAULT,350NM PLANAR,,0,QUALIFIED,,,,,,,,0,,1.0,0.25,10.0,DEFAULT,LEADED MODEL,0.0635,,0.127,MM,,,0,,,BLACK BOX,,,C,,6.314,-1.806,0,-1.462,0
C27,PANASONIC,EEV0TA1H470P,CAPACITOR,"Cap,  47uF, 50V, ALUM, ELEC RADIAL, SM SIZE G",,,,,,,,,,,,,,63SN37PB,DISABLED,,,CHANNEL,,,,MM,top,47.0,,TOP_BOTTOM,5.0,ROUND,0,5.0,SILICON,0.185,MM,5.0,,500,0.5,,"CAP, PAPER & PLASTIC FILM",,,,MM,,,0,,15.0,10.0145,90.0,2,3.5,L_LEAD,0.3,1.1340771,SIP,0,COPPER,4.6,0,0.7,0.25,28.12,0.25,MM,0.9,1000.0,,in,ALUMINUM,,0.1,125.0,50.0,125.0,-40.0,-40.0,N,DISABLED,ENABLED,,,0,1,0,,,,,0.4354,10.0,SMT,CAP-ALUM-G,10.2,MM,10.0,2.0,1.27,MM,0.75,,DEFAULT,350NM PLANAR,,0,QUALIFIED,,,,,,,,0,,1.0,0.25,10.0,DEFAULT,LEADED MODEL,0.0635,,0.127,MM,,,0,,,BLACK BOX,,,C,,6.314,1.688,0,-1.468,0
C28,PANASONIC,EEV0TA1H470P,CAPACITOR,"Cap,  47uF, 50V, ALUM, ELEC RADIAL, SM SIZE G",,,,,,,,,,,,,,63SN37PB,DISABLED,,,CHANNEL,,,,MM,top,47.0,,TOP_BOTTOM,5.0,ROUND,0,5.0,SILICON,0.185,MM,5.0,,500,0.5,,"CAP, PAPER & PLASTIC FILM",,,,MM,,,0,,15.0,10.0145,90.0,2,3.5,L_LEAD,0.3,1.1340771,SIP,0,COPPER,4.6,0,0.7,0.25,28.12,0.25,MM,0.9,1000.0,,in,ALUMINUM,,0.1,125.0,50.0,125.0,-40.0,-40.0,N,DISABLED,ENABLED,,,0,1,0,,,,,0.4354,10.0,SMT,CAP-ALUM-G,10.2,MM,10.0,2.0,1.27,MM,0.75,,DEFAULT,350NM PLANAR,,0,QUALIFIED,,,,,,,,0,,1.0,0.25,10.0,DEFAULT,LEADED MODEL,0.0635,,0.127,MM,,,0,,,BLACK BOX,,,C,,6.314,-1.795,0,1.468,0
C29,PANASONIC,EEV0TA1H470P,CAPACITOR,"Cap,  47uF, 50V, ALUM, ELEC RADIAL, SM SIZE G",,,,,,,,,,,,,,63SN37PB,DISABLED,,,CHANNEL,,,,MM,top,47.0,,TOP_BOTTOM,5.0,ROUND,0,5.0,SILICON,0.185,MM,5.0,,500,0.5,,"CAP, PAPER & PLASTIC FILM",,,,MM,,,0,,15.0,10.0145,90.0,2,3.5,L_LEAD,0.3,1.1340771,SIP,0,COPPER,4.6,0,0.7,0.25,28.12,0.25,MM,0.9,1000.0,,in,ALUMINUM,,0.1,125.0,50.0,125.0,-40.0,-40.0,N,DISABLED,ENABLED,,,0,1,0,,,,,0.4354,10.0,SMT,CAP-ALUM-G,10.2,MM,10.0,2.0,1.27,MM,0.75,,DEFAULT,350NM PLANAR,,0,QUALIFIED,,,,,,,,0,,1.0,0.25,10.0,DEFAULT,LEADED MODEL,0.0635,,0.127,MM,,,0,,,BLACK BOX,,,C,,6.314,1.659,0,1.447,0
C30,PANASONIC,EEV0TA1H470P,CAPACITOR,"Cap,  47uF, 50V, ALUM, ELEC RADIAL, SM SIZE G",,,,,,,,,,,,,,63SN37PB,DISABLED,,,CHANNEL,,,,MM,top,47.0,,TOP_BOTTOM,5.0,ROUND,0,5.0,SILICON,0.185,MM,5.0,,500,0.5,,"CAP, PAPER & PLASTIC FILM",,,,MM,,,0,,15.0,10.0145,90.0,2,3.5,L_LEAD,0.3,1.1340771,SIP,0,COPPER,4.6,0,0.7,0.25,28.12,0.25,MM,0.9,1000.0,,in,ALUMINUM,,0.1,125.0,50.0,125.0,-40.0,-40.0,N,DISABLED,ENABLED,,,0,1,0,,,,,0.4354,10.0,SMT,CAP-ALUM-G,10.2,MM,10.0,2.0,1.27,MM,0.75,,DEFAULT,350NM PLANAR,,0,QUALIFIED,,,,,,,,0,,1.0,0.25,10.0,DEFAULT,LEADED MODEL,0.0635,,0.127,MM,,,0,,,BLACK BOX,,,C,,6.314,-1.815,0,1.923,0
J1,DFR SOLUTIONS,TST-125-01-G-D,JACK,"Header, 2X25, Shded, ST .100 RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,MM,top,,,TOP_BOTTOM,0.0,SQUARE,0,35.56,SILICON,0.185,MM,4.7625,,500,0.5,,,,,,MM,,,0,,15.0,9.08558,0.0,52,0.0,THRUHOLE,1.0,0.8708,DIP,,COPPER,2.52,,3.3,0.508,4.05,1.0,MM,1.0,,,in,COPPER,,,70.0,,,0.0,,N,DISABLED,ENABLED,,,0,,0,,,,,0.43434,71.12,TH,DIP,9.270999999999999,MM,9.524999999999999,,,MM,,,DEFAULT,350NM PLANAR,,0,QUALIFIED,,,,,,,,90,,,,,DEFAULT,THRUHOLE MODEL,0.0635,,0.127,MM,,,0,,,BLACK BOX,,,C,,55.9,-3.55,0,-2.220446049250313E-16,0
Q1,FAIRCHILD,PZT3904,TRANSISTOR,"XSTR,GEN PURP,NPN,SOT-223,ROHS",,,,,,,,,,,,,,,DISABLED,,,,,,,MM,top,,,TOP_BOTTOM,0.0,SQUARE,0,2.0,SILICON,0.4,MM,2.0,,500,0.5,,"TRANS, NPN/PNP",,,,MM,,,0,,15.0,1.415,0.0,3,0.45,GULLWING,0.7,0.9158910531638176,SINGLE_SINK,0,COPPER,2.5,0,1.4,0.2,2.73,0.15,MM,0.7,,,in,EPOXYENCAPSULANT,0.2,0.1,125.0,60.0,125.0,0.0,-55.0,N,DISABLED,ENABLED,,,0,,0,,,,,0.435,6.5,SMT,SOT-223,1.8,MM,3.5,2.0,1.27,MM,0.75,,DEFAULT,350NM PLANAR,,0,QUALIFIED,,,,,,,,270,,1.7,0.3,2.2,DEFAULT,LEADED MODEL,0.0635,,0.127,MM,,,0,,,BLACK BOX,,,C,,0.188014,-0.75,0,-1.65,0
Q2,FAIRCHILD,PZT3904,TRANSISTOR,"XSTR,GEN PURP,NPN,SOT-223,ROHS",,,,,,,,,,,,,,,DISABLED,,,,,,,MM,top,,,TOP_BOTTOM,0.0,SQUARE,0,2.0,SILICON,0.4,MM,2.0,,500,0.5,,"TRANS, NPN/PNP",,,,MM,,,0,,15.0,1.415,0.0,3,0.45,GULLWING,0.7,0.9158910531638176,SINGLE_SINK,0,COPPER,2.5,0,1.4,0.2,2.73,0.15,MM,0.7,,,in,EPOXYENCAPSULANT,0.2,0.1,125.0,60.0,125.0,0.0,-55.0,N,DISABLED,ENABLED,,,0,,0,,,,,0.435,6.5,SMT,SOT-223,1.8,MM,3.5,2.0,1.27,MM,0.75,,DEFAULT,350NM PLANAR,,0,QUALIFIED,,,,,,,,270,,1.7,0.3,2.2,DEFAULT,LEADED MODEL,0.0635,,0.127,MM,,,0,,,BLACK BOX,,,C,,0.188014,-0.25,0,-1.65,0
Q3,FAIRCHILD,PZT3904,TRANSISTOR,"XSTR,GEN PURP,NPN,SOT-223,ROHS",,,,,,,,,,,,,,,DISABLED,,,,,,,MM,top,,,TOP_BOTTOM,0.0,SQUARE,0,2.0,SILICON,0.4,MM,2.0,,500,0.5,,"TRANS, NPN/PNP",,,,MM,,,0,,15.0,1.415,0.0,3,0.45,GULLWING,0.7,0.9158910531638176,SINGLE_SINK,0,COPPER,2.5,0,1.4,0.2,2.73,0.15,MM,0.7,,,in,EPOXYENCAPSULANT,0.2,0.1,125.0,60.0,125.0,0.0,-55.0,N,DISABLED,ENABLED,,,0,,0,,,,,0.435,6.5,SMT,SOT-223,1.8,MM,3.5,2.0,1.27,MM,0.75,,DEFAULT,350NM PLANAR,,0,QUALIFIED,,,,,,,,90,,1.7,0.3,2.2,DEFAULT,LEADED MODEL,0.0635,,0.127,MM,,,0,,,BLACK BOX,,,C,,0.188014,0.75,0,-1.65,0
Q4,FAIRCHILD,PZT3904,TRANSISTOR,"XSTR,GEN PURP,NPN,SOT-223,ROHS",,,,,,,,,,,,,,,DISABLED,,,,,,,MM,top,,,TOP_BOTTOM,0.0,SQUARE,0,2.0,SILICON,0.4,MM,2.0,,500,0.5,,"TRANS, NPN/PNP",,,,MM,,,0,,15.0,1.415,0.0,3,0.45,GULLWING,0.7,0.9158910531638176,SINGLE_SINK,0,COPPER,2.5,0,1.4,0.2,2.73,0.15,MM,0.7,,,in,EPOXYENCAPSULANT,0.2,0.1,125.0,60.0,125.0,0.0,-55.0,N,DISABLED,ENABLED,,,0,,0,,,,,0.435,6.5,SMT,SOT-223,1.8,MM,3.5,2.0,1.27,MM,0.75,,DEFAULT,350NM PLANAR,,0,QUALIFIED,,,,,,,,90,,1.7,0.3,2.2,DEFAULT,LEADED MODEL,0.0635,,0.127,MM,,,0,,,BLACK BOX,,,C,,0.188014,0.25,0,-1.65,0
Q5,FAIRCHILD,PZT3904,TRANSISTOR,"XSTR,GEN PURP,NPN,SOT-223,ROHS",,,,,,,,,,,,,,,DISABLED,,,,,,,MM,top,,,TOP_BOTTOM,0.0,SQUARE,0,2.0,SILICON,0.4,MM,2.0,,500,0.5,,"TRANS, NPN/PNP",,,,MM,,,0,,15.0,1.415,0.0,3,0.45,GULLWING,0.7,0.9158910531638176,SINGLE_SINK,0,COPPER,2.5,0,1.4,0.2,2.73,0.15,MM,0.7,,,in,EPOXYENCAPSULANT,0.2,0.1,125.0,60.0,125.0,0.0,-55.0,N,DISABLED,ENABLED,,,0,,0,,,,,0.435,6.5,SMT,SOT-223,1.8,MM,3.5,2.0,1.27,MM,0.75,,DEFAULT,350NM PLANAR,,0,QUALIFIED,,,,,,,,270,,1.7,0.3,2.2,DEFAULT,LEADED MODEL,0.0635,,0.127,MM,,,0,,,BLACK BOX,,,C,,0.188014,-0.75,0,1.65,0
Q6,FAIRCHILD,PZT3904,TRANSISTOR,"XSTR,GEN PURP,NPN,SOT-223,ROHS",,,,,,,,,,,,,,,DISABLED,,,,,,,MM,top,,,TOP_BOTTOM,0.0,SQUARE,0,2.0,SILICON,0.4,MM,2.0,,500,0.5,,"TRANS, NPN/PNP",,,,MM,,,0,,15.0,1.415,0.0,3,0.45,GULLWING,0.7,0.9158910531638176,SINGLE_SINK,0,COPPER,2.5,0,1.4,0.2,2.73,0.15,MM,0.7,,,in,EPOXYENCAPSULANT,0.2,0.1,125.0,60.0,125.0,0.0,-55.0,N,DISABLED,ENABLED,,,0,,0,,,,,0.435,6.5,SMT,SOT-223,1.8,MM,3.5,2.0,1.27,MM,0.75,,DEFAULT,350NM PLANAR,,0,QUALIFIED,,,,,,,,270,,1.7,0.3,2.2,DEFAULT,LEADED MODEL,0.0635,,0.127,MM,,,0,,,BLACK BOX,,,C,,0.188014,-0.25,0,1.65,0
Q7,FAIRCHILD,PZT3904,TRANSISTOR,"XSTR,GEN PURP,NPN,SOT-223,ROHS",,,,,,,,,,,,,,,DISABLED,,,,,,,MM,top,,,TOP_BOTTOM,0.0,SQUARE,0,2.0,SILICON,0.4,MM,2.0,,500,0.5,,"TRANS, NPN/PNP",,,,MM,,,0,,15.0,1.415,0.0,3,0.45,GULLWING,0.7,0.9158910531638176,SINGLE_SINK,0,COPPER,2.5,0,1.4,0.2,2.73,0.15,MM,0.7,,,in,EPOXYENCAPSULANT,0.2,0.1,125.0,60.0,125.0,0.0,-55.0,N,DISABLED,ENABLED,,,0,,0,,,,,0.435,6.5,SMT,SOT-223,1.8,MM,3.5,2.0,1.27,MM,0.75,,DEFAULT,350NM PLANAR,,0,QUALIFIED,,,,,,,,90,,1.7,0.3,2.2,DEFAULT,LEADED MODEL,0.0635,,0.127,MM,,,0,,,BLACK BOX,,,C,,0.188014,0.75,0,1.65,0
Q8,FAIRCHILD,PZT3904,TRANSISTOR,"XSTR,GEN PURP,NPN,SOT-223,ROHS",,,,,,,,,,,,,,,DISABLED,,,,,,,MM,top,,,TOP_BOTTOM,0.0,SQUARE,0,2.0,SILICON,0.4,MM,2.0,,500,0.5,,"TRANS, NPN/PNP",,,,MM,,,0,,15.0,1.415,0.0,3,0.45,GULLWING,0.7,0.9158910531638176,SINGLE_SINK,0,COPPER,2.5,0,1.4,0.2,2.73,0.15,MM,0.7,,,in,EPOXYENCAPSULANT,0.2,0.1,125.0,60.0,125.0,0.0,-55.0,N,DISABLED,ENABLED,,,0,,0,,,,,0.435,6.5,SMT,SOT-223,1.8,MM,3.5,2.0,1.27,MM,0.75,,DEFAULT,350NM PLANAR,,0,QUALIFIED,,,,,,,,90,,1.7,0.3,2.2,DEFAULT,LEADED MODEL,0.0635,,0.127,MM,,,0,,,BLACK BOX,,,C,,0.188014,0.25,0,1.65,0
Q9,INFINEON,IRLR3410PBF,TRANSISTOR,"MOSFET,PWR,100V,17A,.105 OHM DPAK,RoHS",,,,,,,,,,,,,,63SN37PB,DISABLED,,,,,,,MM,bot,,,TOP_BOTTOM,0.0,SQUARE,0,4.5,SILICON,0.185,MM,4.875,,500,0.5,,"TRANS, NPN/PNP",,,,MM,,,0,,15.0,2.105,90.0,2,1.5,GULLWING,1.295,1.2146644765635584,SINGLE_SINK,0,COPPER,4.57,0,1.25,0.15,26.38,0.67,MM,0.762,,,in,EPOXYENCAPSULANT,,,70.0,,,0.0,,N,DISABLED,ENABLED,,,0,,0,,,,,0.435,6.0,SMT,DPAK (TO-252AA),2.29,MM,6.5,2.0,1.27,MM,0.75,,DEFAULT,350NM PLANAR,,0,QUALIFIED,,,,,,,,270,,1.08,0.67,5.2,DEFAULT,LEADED MODEL,0.0635,,0.127,MM,,,0,,,BLACK BOX,,,C,,0.1607,-1.338,0,1.671,0
Q10,INFINEON,IRLR3410PBF,TRANSISTOR,"MOSFET,PWR,100V,17A,.105 OHM DPAK,RoHS",,,,,,,,,,,,,,63SN37PB,DISABLED,,,,,,,MM,bot,,,TOP_BOTTOM,0.0,SQUARE,0,4.5,SILICON,0.185,MM,4.875,,500,0.5,,"TRANS, NPN/PNP",,,,MM,,,0,,15.0,2.105,90.0,2,1.5,GULLWING,1.295,1.2146644765635584,SINGLE_SINK,0,COPPER,4.57,0,1.25,0.15,26.38,0.67,MM,0.762,,,in,EPOXYENCAPSULANT,,,70.0,,,0.0,,N,DISABLED,ENABLED,,,0,,0,,,,,0.435,6.0,SMT,DPAK (TO-252AA),2.29,MM,6.5,2.0,1.27,MM,0.75,,DEFAULT,350NM PLANAR,,0,QUALIFIED,,,,,,,,90,,1.08,0.67,5.2,DEFAULT,LEADED MODEL,0.0635,,0.127,MM,,,0,,,BLACK BOX,,,C,,0.1607,1.264,0,-1.645,0
Q11,INFINEON,IRLR3410PBF,TRANSISTOR,"MOSFET,PWR,100V,17A,.105 OHM DPAK,RoHS",,,,,,,,,,,,,,63SN37PB,DISABLED,,,,,,,MM,bot,,,TOP_BOTTOM,0.0,SQUARE,0,4.5,SILICON,0.185,MM,4.875,,500,0.5,,"TRANS, NPN/PNP",,,,MM,,,0,,15.0,2.105,90.0,2,1.5,GULLWING,1.295,1.2146644765635584,SINGLE_SINK,0,COPPER,4.57,0,1.25,0.15,26.38,0.67,MM,0.762,,,in,EPOXYENCAPSULANT,,,70.0,,,0.0,,N,DISABLED,ENABLED,,,0,,0,,,,,0.435,6.0,SMT,DPAK (TO-252AA),2.29,MM,6.5,2.0,1.27,MM,0.75,,DEFAULT,350NM PLANAR,,0,QUALIFIED,,,,,,,,270,,1.08,0.67,5.2,DEFAULT,LEADED MODEL,0.0635,,0.127,MM,,,0,,,BLACK BOX,,,C,,0.1607,-1.332,0,-1.619,0
Q12,INFINEON,IRLR3410PBF,TRANSISTOR,"MOSFET,PWR,100V,17A,.105 OHM DPAK,RoHS",,,,,,,,,,,,,,63SN37PB,DISABLED,,,,,,,MM,bot,,,TOP_BOTTOM,0.0,SQUARE,0,4.5,SILICON,0.185,MM,4.875,,500,0.5,,"TRANS, NPN/PNP",,,,MM,,,0,,15.0,2.105,90.0,2,1.5,GULLWING,1.295,1.2146644765635584,SINGLE_SINK,0,COPPER,4.57,0,1.25,0.15,26.38,0.67,MM,0.762,,,in,EPOXYENCAPSULANT,,,70.0,,,0.0,,N,DISABLED,ENABLED,,,0,,0,,,,,0.435,6.0,SMT,DPAK (TO-252AA),2.29,MM,6.5,2.0,1.27,MM,0.75,,DEFAULT,350NM PLANAR,,0,QUALIFIED,,,,,,,,270,,1.08,0.67,5.2,DEFAULT,LEADED MODEL,0.0635,,0.127,MM,,,0,,,BLACK BOX,,,C,,0.1607,-1.854,0,-1.619,0
Q13,INFINEON,IRLR3410PBF,TRANSISTOR,"MOSFET,PWR,100V,17A,.105 OHM DPAK,RoHS",,,,,,,,,,,,,,63SN37PB,DISABLED,,,,,,,MM,bot,,,TOP_BOTTOM,0.0,SQUARE,0,4.5,SILICON,0.185,MM,4.875,,500,0.5,,"TRANS, NPN/PNP",,,,MM,,,0,,15.0,2.105,90.0,2,1.5,GULLWING,1.295,1.2146644765635584,SINGLE_SINK,0,COPPER,4.57,0,1.25,0.15,26.38,0.67,MM,0.762,,,in,EPOXYENCAPSULANT,,,70.0,,,0.0,,N,DISABLED,ENABLED,,,0,,0,,,,,0.435,6.0,SMT,DPAK (TO-252AA),2.29,MM,6.5,2.0,1.27,MM,0.75,,DEFAULT,350NM PLANAR,,0,QUALIFIED,,,,,,,,270,,1.08,0.67,5.2,DEFAULT,LEADED MODEL,0.0635,,0.127,MM,,,0,,,BLACK BOX,,,C,,0.1607,-1.8530000000000002,0,1.671,0
Q14,INFINEON,IRLR3410PBF,TRANSISTOR,"MOSFET,PWR,100V,17A,.105 OHM DPAK,RoHS",,,,,,,,,,,,,,63SN37PB,DISABLED,,,,,,,MM,bot,,,TOP_BOTTOM,0.0,SQUARE,0,4.5,SILICON,0.185,MM,4.875,,500,0.5,,"TRANS, NPN/PNP",,,,MM,,,0,,15.0,2.105,90.0,2,1.5,GULLWING,1.295,1.2146644765635584,SINGLE_SINK,0,COPPER,4.57,0,1.25,0.15,26.38,0.67,MM,0.762,,,in,EPOXYENCAPSULANT,,,70.0,,,0.0,,N,DISABLED,ENABLED,,,0,,0,,,,,0.435,6.0,SMT,DPAK (TO-252AA),2.29,MM,6.5,2.0,1.27,MM,0.75,,DEFAULT,350NM PLANAR,,0,QUALIFIED,,,,,,,,90,,1.08,0.67,5.2,DEFAULT,LEADED MODEL,0.0635,,0.127,MM,,,0,,,BLACK BOX,,,C,,0.1607,1.816,0,1.6749999999999998,0
Q15,INFINEON,IRLR3410PBF,TRANSISTOR,"MOSFET,PWR,100V,17A,.105 OHM DPAK,RoHS",,,,,,,,,,,,,,63SN37PB,DISABLED,,,,,,,MM,bot,,,TOP_BOTTOM,0.0,SQUARE,0,4.5,SILICON,0.185,MM,4.875,,500,0.5,,"TRANS, NPN/PNP",,,,MM,,,0,,15.0,2.105,90.0,2,1.5,GULLWING,1.295,1.2146644765635584,SINGLE_SINK,0,COPPER,4.57,0,1.25,0.15,26.38,0.67,MM,0.762,,,in,EPOXYENCAPSULANT,,,70.0,,,0.0,,N,DISABLED,ENABLED,,,0,,0,,,,,0.435,6.0,SMT,DPAK (TO-252AA),2.29,MM,6.5,2.0,1.27,MM,0.75,,DEFAULT,350NM PLANAR,,0,QUALIFIED,,,,,,,,90,,1.08,0.67,5.2,DEFAULT,LEADED MODEL,0.0635,,0.127,MM,,,0,,,BLACK BOX,,,C,,0.1607,1.264,0,1.6729999999999998,0
Q16,INFINEON,IRLR3410PBF,TRANSISTOR,"MOSFET,PWR,100V,17A,.105 OHM DPAK,RoHS",,,,,,,,,,,,,,63SN37PB,DISABLED,,,,,,,MM,bot,,,TOP_BOTTOM,0.0,SQUARE,0,4.5,SILICON,0.185,MM,4.875,,500,0.5,,"TRANS, NPN/PNP",,,,MM,,,0,,15.0,2.105,90.0,2,1.5,GULLWING,1.295,1.2146644765635584,SINGLE_SINK,0,COPPER,4.57,0,1.25,0.15,26.38,0.67,MM,0.762,,,in,EPOXYENCAPSULANT,,,70.0,,,0.0,,N,DISABLED,ENABLED,,,0,,0,,,,,0.435,6.0,SMT,DPAK (TO-252AA),2.29,MM,6.5,2.0,1.27,MM,0.75,,DEFAULT,350NM PLANAR,,0,QUALIFIED,,,,,,,,90,,1.08,0.67,5.2,DEFAULT,LEADED MODEL,0.0635,,0.127,MM,,,0,,,BLACK BOX,,,C,,0.1607,1.7850000000000001,0,-1.647,0
R1,VISHAY,CRCW25120000Z0EG,RESISTOR,"2512, 500V, 0ohm, Jumper",,,,,1.0,,,,,,,,,63SN37PB,DISABLED,,,,,,,MM,top,,,TOP_BOTTOM,0.0,SQUARE,0,3.15,SILICON,0.185,MM,1.575,,500,0.5,,"RES, FILM (100K)",,,,MM,,,0,,1.5,2.0,0.0,2,0.0,LEADLESS,0.0,0.0,DUAL_LONG,,COPPER,0.0,,0.0,0.0,,0.0,MM,0.0,1000.0,,in,ALUMINA,,1.0,155.0,500.0,155.0,-55.0,-55.0,N,DISABLED,ENABLED,,,0,1,0,,,,,0.435,6.3,SMT,2512,0.6,MM,3.15,1.2,6.4,MM,3.4,,DEFAULT,350NM PLANAR,,0,QUALIFIED,,,,,,0.0,,0,,,,,DEFAULT,CC MODEL,0.0635,,0.127,MM,,,0,,,BLACK BOX,,,C,,0.0448,-3.1,0,1.7,0
R2,VISHAY,CRCW25120000Z0EG,RESISTOR,"2512, 500V, 0ohm, Jumper",,,,,1.0,,,,,,,,,63SN37PB,DISABLED,,,,,,,MM,top,,,TOP_BOTTOM,0.0,SQUARE,0,3.15,SILICON,0.185,MM,1.575,,500,0.5,,"RES, FILM (100K)",,,,MM,,,0,,1.5,2.0,0.0,2,0.0,LEADLESS,0.0,0.0,DUAL_LONG,,COPPER,0.0,,0.0,0.0,,0.0,MM,0.0,1000.0,,in,ALUMINA,,1.0,155.0,500.0,155.0,-55.0,-55.0,N,DISABLED,ENABLED,,,0,1,0,,,,,0.435,6.3,SMT,2512,0.6,MM,3.15,1.2,6.4,MM,3.4,,DEFAULT,350NM PLANAR,,0,QUALIFIED,,,,,,0.0,,0,,,,,DEFAULT,CC MODEL,0.0635,,0.127,MM,,,0,,,BLACK BOX,,,C,,0.0448,-3.1,0,1.5,0
R3,VISHAY,CRCW25120000Z0EG,RESISTOR,"2512, 500V, 0ohm, Jumper",,,,,1.0,,,,,,,,,63SN37PB,DISABLED,,,,,,,MM,top,,,TOP_BOTTOM,0.0,SQUARE,0,3.15,SILICON,0.185,MM,1.575,,500,0.5,,"RES, FILM (100K)",,,,MM,,,0,,1.5,2.0,0.0,2,0.0,LEADLESS,0.0,0.0,DUAL_LONG,,COPPER,0.0,,0.0,0.0,,0.0,MM,0.0,1000.0,,in,ALUMINA,,1.0,155.0,500.0,155.0,-55.0,-55.0,N,DISABLED,ENABLED,,,0,1,0,,,,,0.435,6.3,SMT,2512,0.6,MM,3.15,1.2,6.4,MM,3.4,,DEFAULT,350NM PLANAR,,0,QUALIFIED,,,,,,0.0,,0,,,,,DEFAULT,CC MODEL,0.0635,,0.127,MM,,,0,,,BLACK BOX,,,C,,0.0448,-3.1,0,1.3,0
